,TEAM,LOCATION,OPPONENT,DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
22938,PHI,Home,MIL,11/19/2010,W,240,90,30,74,40.5,6,17,35.3,24,28,85.7,9,33,42,20,8,4,16,30,11
22939,MIL,Away,PHI,11/19/2010,L,240,79,26,77,33.8,0,12,0.0,27,31,87.1,13,30,43,17,5,7,14,24,-11
22940,IND,Home,LAC,11/18/2010,W,240,107,39,77,50.6,14,26,53.8,15,20,75.0,6,41,47,24,7,14,17,25,27
22941,LAC,Away,IND,11/18/2010,L,240,80,27,81,33.3,2,9,22.2,24,33,72.7,13,29,42,10,7,3,12,18,-27
22942,POR,Home,DEN,11/18/2010,W,240,86,34,85,40.0,7,22,31.8,11,22,50.0,16,32,48,18,6,7,12,20,3
22943,DEN,Away,POR,11/18/2010,L,240,83,25,65,38.5,10,26,38.5,23,28,82.1,7,28,35,18,6,5,18,26,-3
22944,PHX,Away,ORL,11/18/2010,L,240,89,31,68,45.6,3,18,16.7,24,33,72.7,10,24,34,15,8,1,18,23,-16
22945,ORL,Home,PHX,11/18/2010,W,240,105,40,74,54.1,10,25,40.0,15,23,65.2,13,24,37,25,9,5,17,27,16
22946,OKC,Home,HOU,11/17/2010,W,240,116,43,86,50.0,5,12,41.7,25,29,86.2,13,30,43,26,9,7,9,21,17
22947,HOU,Away,OKC,11/17/2010,L,240,99,36,77,46.8,5,15,33.3,22,31,71.0,12,28,40,18,6,3,17,24,-17
22948,DAL,Away,NOH,11/17/2010,L,240,97,35,69,50.7,7,18,38.9,20,23,87.0,4,31,35,27,4,6,15,22,-2
22949,NOH,Home,DAL,11/17/2010,W,240,99,40,82,48.8,8,14,57.1,11,16,68.8,7,24,31,23,8,4,10,22,2
22950,MIN,Home,LAC,11/17/2010,W,240,113,39,73,53.4,10,19,52.6,25,28,89.3,5,28,33,26,9,9,14,21,2
22951,LAC,Away,MIN,11/17/2010,L,240,111,42,87,48.3,8,23,34.8,19,25,76.0,15,28,43,24,8,2,17,22,-2
22952,SAC,Home,NYK,11/17/2010,L,240,106,40,89,44.9,4,15,26.7,22,26,84.6,17,22,39,15,6,5,16,27,-7
22953,NYK,Away,SAC,11/17/2010,W,240,113,37,71,52.1,6,15,40.0,33,39,84.6,10,27,37,14,7,5,18,17,7
22954,UTA,Home,NJN,11/17/2010,W,240,98,33,82,40.2,1,12,8.3,31,37,83.8,9,35,44,19,8,8,7,22,10
22955,NJN,Away,UTA,11/17/2010,L,240,88,32,85,37.6,4,21,19.0,20,25,80.0,16,41,57,11,3,7,15,30,-10
22956,PHX,Away,MIA,11/17/2010,L,240,96,32,72,44.4,5,19,26.3,27,37,73.0,6,26,32,19,4,4,17,22,-27
22957,MIA,Home,PHX,11/17/2010,W,240,123,47,86,54.7,7,19,36.8,22,25,88.0,9,33,42,29,9,3,11,27,27
22958,DET,Home,LAL,11/17/2010,L,240,90,35,89,39.3,4,16,25.0,16,21,76.2,11,30,41,18,5,5,5,20,-13
22959,LAL,Away,DET,11/17/2010,W,240,103,37,83,44.6,7,16,43.8,22,24,91.7,13,42,55,21,4,2,12,18,13
22960,WAS,Away,BOS,11/17/2010,L,240,83,31,80,38.8,6,22,27.3,15,20,75.0,18,18,36,12,10,5,16,20,-31
22961,BOS,Home,WAS,11/17/2010,W,240,114,50,76,65.8,8,13,61.5,6,13,46.2,11,29,40,32,7,2,14,17,31
22962,SAS,Home,CHI,11/17/2010,W,240,103,41,85,48.2,6,13,46.2,15,22,68.2,12,38,50,24,7,4,14,11,9
22963,CHI,Away,SAS,11/17/2010,L,240,94,39,92,42.4,6,17,35.3,10,14,71.4,12,30,42,17,8,3,11,21,-9
22964,TOR,Away,PHI,11/17/2010,W,240,94,34,73,46.6,2,12,16.7,24,29,82.8,6,38,44,20,4,5,14,21,8
22965,PHI,Home,TOR,11/17/2010,L,240,86,32,87,36.8,1,8,12.5,21,28,75.0,16,32,48,15,9,3,13,24,-8
22966,MEM,Home,POR,11/16/2010,L,240,99,36,75,48.0,7,19,36.8,20,27,74.1,10,28,38,20,7,4,19,19,-1
22967,POR,Away,MEM,11/16/2010,W,240,100,40,87,46.0,7,19,36.8,13,15,86.7,12,27,39,25,11,7,14,20,1
22968,WAS,Home,TOR,11/16/2010,W,240,109,45,80,56.3,6,15,40.0,13,19,68.4,11,36,47,28,9,5,16,26,15
22969,TOR,Away,WAS,11/16/2010,L,240,94,35,86,40.7,4,11,36.4,20,26,76.9,15,21,36,19,8,0,13,18,-15
22970,NYK,Away,DEN,11/16/2010,L,240,118,43,98,43.9,9,31,29.0,23,33,69.7,15,36,51,24,4,12,11,33,-2
22971,DEN,Home,NYK,11/16/2010,W,240,120,42,86,48.8,5,14,35.7,31,47,66.0,10,34,44,23,4,2,14,26,2
22972,MIL,Home,LAL,11/16/2010,L,240,107,41,89,46.1,9,24,37.5,16,27,59.3,19,28,47,22,6,7,13,23,-11
22973,LAL,Away,MIL,11/16/2010,W,240,118,42,78,53.8,10,16,62.5,24,29,82.8,8,32,40,24,9,4,13,20,11
22974,IND,Home,ATL,11/16/2010,L,240,92,31,70,44.3,4,18,22.2,26,30,86.7,12,30,42,18,5,6,16,24,-10
22975,ATL,Away,IND,11/16/2010,W,240,102,37,74,50.0,8,15,53.3,20,23,87.0,5,25,30,26,4,8,11,24,10
22976,HOU,Home,CHI,11/16/2010,L,240,92,34,71,47.9,5,15,33.3,19,25,76.0,11,21,32,21,8,3,23,24,-3
22977,CHI,Away,HOU,11/16/2010,W,240,95,36,74,48.6,8,12,66.7,15,28,53.6,14,26,40,18,12,4,20,24,3
22978,PHI,Away,CLE,11/16/2010,L,240,93,34,79,43.0,6,13,46.2,19,22,86.4,9,36,45,23,2,5,15,21,-8
22979,CLE,Home,PHI,11/16/2010,W,240,101,37,80,46.3,8,20,40.0,19,25,76.0,3,35,38,28,6,3,8,18,8
22980,CHA,Home,MIN,11/15/2010,W,240,113,38,73,52.1,7,14,50.0,30,40,75.0,8,37,45,25,5,11,17,23,3
22981,MIN,Away,CHA,11/15/2010,L,240,110,43,93,46.2,9,20,45.0,15,23,65.2,9,28,37,21,5,9,11,27,-3
22982,DAL,Home,NOH,11/15/2010,W,240,98,34,69,49.3,11,27,40.7,19,27,70.4,8,30,38,21,3,3,15,18,3
22983,NOH,Away,DAL,11/15/2010,L,240,95,34,77,44.2,11,25,44.0,16,24,66.7,12,30,42,20,9,3,13,26,-3
22984,UTA,Home,OKC,11/15/2010,L,240,108,42,83,50.6,6,16,37.5,18,22,81.8,12,22,34,25,8,3,15,21,-7
22985,OKC,Away,UTA,11/15/2010,W,240,115,38,75,50.7,6,15,40.0,33,34,97.1,14,25,39,18,9,6,12,21,7
22986,NJN,Away,LAC,11/15/2010,W,240,110,43,72,59.7,6,15,40.0,18,19,94.7,9,26,35,32,5,8,13,28,14
22987,LAC,Home,NJN,11/15/2010,L,240,96,30,76,39.5,8,24,33.3,28,38,73.7,17,17,34,16,6,0,13,17,-14
22988,MEM,Away,ORL,11/15/2010,L,240,72,29,80,36.3,3,14,21.4,11,20,55.0,15,24,39,17,10,4,18,27,-17
22989,ORL,Home,MEM,11/15/2010,W,240,89,28,64,43.8,6,17,35.3,27,34,79.4,9,38,47,12,10,6,20,22,17
22990,PHX,Home,DEN,11/15/2010,W,240,100,38,89,42.7,4,20,20.0,20,25,80.0,9,34,43,17,4,8,10,22,6
22991,DEN,Away,PHX,11/15/2010,L,240,94,37,89,41.6,3,17,17.6,17,25,68.0,11,41,52,12,4,1,16,20,-6
22992,DET,Away,GSW,11/15/2010,L,240,97,33,74,44.6,7,19,36.8,24,36,66.7,9,33,42,22,8,3,16,20,-4
22993,GSW,Home,DET,11/15/2010,W,240,101,36,85,42.4,7,18,38.9,22,27,81.5,14,30,44,22,13,5,13,25,4
22994,OKC,Home,SAS,11/14/2010,L,240,104,38,84,45.2,4,13,30.8,24,30,80.0,5,31,36,20,8,6,14,23,-13
22995,SAS,Away,OKC,11/14/2010,W,240,117,36,88,40.9,11,20,55.0,34,38,89.5,13,32,45,16,9,5,12,21,13
22996,DET,Away,SAC,11/14/2010,W,240,100,41,76,53.9,3,9,33.3,15,19,78.9,9,28,37,18,7,5,12,17,6
22997,SAC,Home,DET,11/14/2010,L,240,94,39,86,45.3,2,18,11.1,14,21,66.7,18,23,41,14,10,3,12,16,-6
22998,MIN,Away,ATL,11/14/2010,L,240,105,37,78,47.4,8,21,38.1,23,31,74.2,12,27,39,21,9,4,21,27,-6
22999,ATL,Home,MIN,11/14/2010,W,240,111,36,80,45.0,5,11,45.5,34,39,87.2,15,25,40,22,12,7,15,25,6
23000,NYK,Home,HOU,11/14/2010,L,240,96,38,87,43.7,3,16,18.8,17,24,70.8,9,33,42,15,5,7,12,24,-8
23001,HOU,Away,NYK,11/14/2010,W,240,104,36,80,45.0,6,18,33.3,26,36,72.2,11,36,47,28,8,1,17,23,8
23002,PHX,Away,LAL,11/14/2010,W,240,121,43,84,51.2,22,40,55.0,13,19,68.4,10,22,32,31,11,3,12,23,5
23003,LAL,Home,PHX,11/14/2010,L,240,116,47,96,49.0,9,23,39.1,13,17,76.5,20,29,49,30,7,3,18,23,-5
23004,CHA,Home,UTA,11/13/2010,L,240,95,35,79,44.3,8,21,38.1,17,24,70.8,13,30,43,26,5,8,11,24,-1
23005,UTA,Away,CHA,11/13/2010,W,240,96,35,79,44.3,4,14,28.6,22,29,75.9,11,29,40,22,4,7,9,22,1
23006,MEM,Home,BOS,11/13/2010,L,265,110,44,83,53.0,2,9,22.2,20,24,83.3,9,29,38,20,9,5,17,23,-6
23007,BOS,Away,MEM,11/13/2010,W,265,116,45,78,57.7,7,12,58.3,19,26,73.1,3,29,32,32,12,5,17,21,6
23008,POR,Away,NOH,11/13/2010,L,240,87,33,81,40.7,4,17,23.5,17,19,89.5,13,25,38,15,6,7,13,24,-20
23009,NOH,Home,POR,11/13/2010,W,240,107,37,77,48.1,8,24,33.3,25,27,92.6,10,30,40,23,8,5,12,20,20
23010,MIL,Home,GSW,11/13/2010,W,240,79,28,83,33.7,6,16,37.5,17,21,81.0,19,39,58,15,8,9,20,14,7
23011,GSW,Away,MIL,11/13/2010,L,240,72,28,82,34.1,10,22,45.5,6,10,60.0,11,31,42,18,10,4,17,23,-7
23012,TOR,Away,MIA,11/13/2010,L,240,100,37,82,45.1,5,19,26.3,21,29,72.4,13,31,44,17,5,4,11,29,-9
23013,MIA,Home,TOR,11/13/2010,W,240,109,40,79,50.6,3,10,30.0,26,36,72.2,11,27,38,18,5,2,9,22,9
23014,IND,Away,CLE,11/13/2010,W,240,99,36,79,45.6,10,25,40.0,17,17,100,7,35,42,21,5,7,14,25,14
23015,CLE,Home,IND,11/13/2010,L,240,85,32,83,38.6,2,15,13.3,19,23,82.6,11,30,41,15,6,3,13,19,-14
23016,ORL,Away,NJN,11/13/2010,W,240,91,32,77,41.6,8,25,32.0,19,26,73.1,13,30,43,18,4,4,10,14,1
23017,NJN,Home,ORL,11/13/2010,L,240,90,35,71,49.3,8,18,44.4,12,15,80.0,2,29,31,15,3,5,13,21,-1
23018,WAS,Away,CHI,11/13/2010,L,240,96,40,89,44.9,12,20,60.0,4,8,50.0,17,30,47,25,9,6,23,26,-7
23019,CHI,Home,WAS,11/13/2010,W,240,103,34,76,44.7,9,23,39.1,26,34,76.5,12,28,40,24,9,10,15,14,7
23020,SAS,Home,PHI,11/13/2010,W,240,116,41,85,48.2,8,18,44.4,26,31,83.9,10,37,47,21,10,5,14,19,23
23021,PHI,Away,SAS,11/13/2010,L,240,93,34,82,41.5,4,9,44.4,21,24,87.5,8,30,38,13,5,6,15,21,-23
23022,OKC,Home,POR,11/12/2010,W,240,110,40,73,54.8,6,12,50.0,24,26,92.3,9,21,30,20,8,8,14,23,2
23023,POR,Away,OKC,11/12/2010,L,240,108,41,76,53.9,7,15,46.7,19,24,79.2,11,19,30,25,7,4,15,19,-2
23024,CHA,Away,WAS,11/12/2010,W,240,93,34,69,49.3,7,16,43.8,18,24,75.0,16,32,48,23,5,6,24,14,8
23025,WAS,Home,CHA,11/12/2010,L,240,85,36,86,41.9,5,21,23.8,8,10,80.0,13,17,30,27,13,9,12,19,-8
23026,NYK,Away,MIN,11/12/2010,L,240,103,35,92,38.0,11,29,37.9,22,25,88.0,11,32,43,22,9,11,14,17,-9
23027,MIN,Home,NYK,11/12/2010,W,240,112,44,101,43.6,8,20,40.0,16,21,76.2,17,39,56,22,9,8,14,22,9
23028,PHI,Away,DAL,11/12/2010,L,240,90,37,83,44.6,2,16,12.5,14,23,60.9,14,28,42,22,6,3,13,22,-9
23029,DAL,Home,PHI,11/12/2010,W,240,99,35,79,44.3,6,22,27.3,23,29,79.3,16,31,47,19,10,4,10,20,9
23030,UTA,Away,ATL,11/12/2010,W,240,90,36,84,42.9,4,12,33.3,14,19,73.7,15,28,43,25,7,3,9,18,4
23031,ATL,Home,UTA,11/12/2010,L,240,86,35,71,49.3,5,19,26.3,11,21,52.4,11,30,41,23,5,5,16,22,-4
23032,IND,Home,HOU,11/12/2010,L,240,99,40,89,44.9,9,22,40.9,10,13,76.9,11,30,41,20,4,4,15,22,-3
23033,HOU,Away,IND,11/12/2010,W,240,102,39,78,50.0,7,18,38.9,17,25,68.0,9,32,41,17,9,9,16,16,3
23034,DET,Away,LAC,11/12/2010,W,265,113,39,82,47.6,11,18,61.1,24,36,66.7,7,27,34,21,10,3,13,25,6
23035,LAC,Home,DET,11/12/2010,L,265,107,37,80,46.3,4,20,20.0,29,38,76.3,12,37,49,19,9,4,22,26,-6
23036,TOR,Away,ORL,11/12/2010,W,240,110,40,80,50.0,6,13,46.2,24,31,77.4,12,27,39,20,9,3,16,24,4
23037,ORL,Home,TOR,11/12/2010,L,240,106,39,74,52.7,12,24,50.0,16,29,55.2,7,27,34,23,7,6,16,23,-4
23038,SAC,Away,PHX,11/12/2010,L,240,89,36,88,40.9,5,18,27.8,12,19,63.2,21,29,50,18,6,1,11,22,-14
23039,PHX,Home,SAC,11/12/2010,W,240,103,41,79,51.9,4,12,33.3,17,27,63.0,13,29,42,19,8,3,11,13,14
23040,LAL,Away,DEN,11/11/2010,L,240,112,40,98,40.8,9,29,31.0,23,30,76.7,18,32,50,19,8,6,10,25,-6
23041,DEN,Home,LAL,11/11/2010,W,240,118,43,88,48.9,7,25,28.0,25,31,80.6,11,32,43,25,5,5,11,20,6
23042,MIA,Home,BOS,11/11/2010,L,240,107,36,72,50.0,3,16,18.8,32,41,78.0,11,26,37,18,4,4,14,22,-5
23043,BOS,Away,MIA,11/11/2010,W,240,112,43,79,54.4,9,16,56.3,17,25,68.0,9,26,35,24,5,0,12,30,5
23044,GSW,Away,CHI,11/11/2010,L,240,90,39,95,41.1,7,23,30.4,5,7,71.4,18,21,39,20,9,4,19,16,-30
23045,CHI,Home,GSW,11/11/2010,W,240,120,46,84,54.8,7,19,36.8,21,23,91.3,11,35,46,29,14,10,14,7,30
23046,OKC,Home,PHI,11/10/2010,W,240,109,36,73,49.3,2,14,14.3,35,37,94.6,5,29,34,17,11,7,15,22,6
23047,PHI,Away,OKC,11/10/2010,L,240,103,39,81,48.1,5,15,33.3,20,27,74.1,12,25,37,25,8,1,17,25,-6
23048,MEM,Home,DAL,11/10/2010,L,240,91,38,84,45.2,4,14,28.6,11,19,57.9,12,28,40,20,4,3,12,10,-15
23049,DAL,Away,MEM,11/10/2010,W,240,106,46,85,54.1,9,25,36.0,5,11,45.5,11,38,49,30,8,5,10,19,15
23050,WAS,Home,HOU,11/10/2010,W,240,98,39,88,44.3,6,13,46.2,14,22,63.6,16,35,51,25,10,10,17,24,7
23051,HOU,Away,WAS,11/10/2010,L,240,91,34,87,39.1,6,20,30.0,17,19,89.5,10,34,44,20,6,7,15,21,-7
23052,CHA,Away,TOR,11/10/2010,W,240,101,34,69,49.3,6,14,42.9,27,33,81.8,8,28,36,23,9,13,17,22,5
23053,TOR,Home,CHA,11/10/2010,L,240,96,37,81,45.7,3,10,30.0,19,25,76.0,14,24,38,23,7,5,17,26,-5
23054,SAC,Home,MIN,11/10/2010,L,240,89,32,72,44.4,5,20,25.0,20,32,62.5,8,33,41,25,6,8,19,23,-9
23055,MIN,Away,SAC,11/10/2010,W,240,98,41,87,47.1,4,11,36.4,12,20,60.0,12,29,41,15,5,2,15,24,9
23056,MIL,Away,ATL,11/10/2010,W,240,108,45,87,51.7,8,15,53.3,10,14,71.4,11,33,44,23,11,3,13,16,17
23057,ATL,Home,MIL,11/10/2010,L,240,91,36,73,49.3,5,13,38.5,14,21,66.7,7,25,32,24,3,3,17,16,-17
23058,NJN,Away,CLE,11/10/2010,W,240,95,34,82,41.5,8,17,47.1,19,35,54.3,15,33,48,21,4,5,9,21,8
23059,CLE,Home,NJN,11/10/2010,L,240,87,34,77,44.2,3,12,25.0,16,22,72.7,7,33,40,21,3,3,11,25,-8
23060,UTA,Away,ORL,11/10/2010,W,240,104,37,74,50.0,5,14,35.7,25,28,89.3,6,29,35,24,7,3,14,22,10
23061,ORL,Home,UTA,11/10/2010,L,240,94,34,79,43.0,12,32,37.5,14,25,56.0,18,23,41,23,7,4,21,21,-10
23062,NYK,Home,GSW,11/10/2010,L,240,117,36,77,46.8,7,31,22.6,38,43,88.4,9,32,41,17,10,4,21,25,-5
23063,GSW,Away,NYK,11/10/2010,W,240,122,47,89,52.8,5,10,50.0,23,32,71.9,9,27,36,23,13,3,14,33,5
23064,SAS,Home,LAC,11/10/2010,W,240,107,35,71,49.3,11,18,61.1,26,30,86.7,10,31,41,21,6,11,19,17,12
23065,LAC,Away,SAS,11/10/2010,L,240,95,40,86,46.5,7,10,70.0,8,14,57.1,13,21,34,21,10,4,15,24,-12
23066,LAC,Away,NOH,11/09/2010,L,240,82,31,67,46.3,5,16,31.3,15,18,83.3,7,32,39,19,4,2,25,21,-19
23067,NOH,Home,LAC,11/09/2010,W,240,101,39,77,50.6,8,16,50.0,15,21,71.4,5,28,33,29,11,7,13,24,19
23068,NYK,Away,MIL,11/09/2010,L,240,80,28,74,37.8,5,19,26.3,19,21,90.5,9,25,34,19,6,6,20,29,-27
23069,MIL,Home,NYK,11/09/2010,W,240,107,40,78,51.3,5,16,31.3,22,28,78.6,12,33,45,18,9,5,16,22,27
23070,IND,Home,DEN,11/09/2010,W,240,144,56,87,64.4,16,30,53.3,16,21,76.2,10,35,45,37,7,7,14,20,31
23071,DEN,Away,IND,11/09/2010,L,240,113,39,90,43.3,8,17,47.1,27,30,90.0,13,19,32,22,9,4,10,20,-31
23072,DET,Away,POR,11/09/2010,L,240,78,31,73,42.5,6,17,35.3,10,18,55.6,6,27,33,16,7,5,19,18,-22
23073,POR,Home,DET,11/09/2010,W,240,100,40,80,50.0,6,14,42.9,14,16,87.5,11,34,45,26,10,5,14,18,22
23074,UTA,Away,MIA,11/09/2010,W,265,116,45,93,48.4,8,19,42.1,18,21,85.7,10,34,44,30,6,5,12,32,2
23075,MIA,Home,UTA,11/09/2010,L,265,114,36,82,43.9,6,15,40.0,36,47,76.6,10,36,46,21,3,7,12,20,-2
23076,NJN,Home,CLE,11/09/2010,L,240,91,33,81,40.7,6,20,30.0,19,21,90.5,13,32,45,18,5,7,12,19,-2
23077,CLE,Away,NJN,11/09/2010,W,240,93,36,82,43.9,9,17,52.9,12,22,54.5,12,32,44,27,2,2,9,18,2
23078,MIN,Away,LAL,11/09/2010,L,240,94,35,92,38.0,8,21,38.1,16,19,84.2,26,28,54,23,12,3,27,21,-5
23079,LAL,Home,MIN,11/09/2010,W,240,99,40,89,44.9,7,21,33.3,12,16,75.0,14,28,42,24,9,3,18,19,5
23080,CHA,Home,SAS,11/08/2010,L,240,91,33,83,39.8,6,19,31.6,19,24,79.2,15,26,41,19,7,10,14,18,-4
23081,SAS,Away,CHA,11/08/2010,W,240,95,36,85,42.4,12,26,46.2,11,17,64.7,15,31,46,22,9,9,17,20,4
23082,TOR,Home,GSW,11/08/2010,L,240,102,38,83,45.8,4,14,28.6,22,27,81.5,11,21,32,19,12,3,17,23,-7
23083,GSW,Away,TOR,11/08/2010,W,240,109,39,74,52.7,5,16,31.3,26,32,81.3,11,31,42,19,13,7,21,26,7
23084,MEM,Home,PHX,11/08/2010,W,240,109,40,84,47.6,5,15,33.3,24,28,85.7,16,29,45,19,12,2,15,22,10
23085,PHX,Away,MEM,11/08/2010,L,240,99,38,80,47.5,9,31,29.0,14,21,66.7,13,28,41,23,5,4,23,19,-10
23086,DAL,Home,BOS,11/08/2010,W,240,89,33,66,50.0,6,15,40.0,17,20,85.0,4,34,38,20,6,8,19,12,2
23087,BOS,Away,DAL,11/08/2010,L,240,87,38,91,41.8,4,8,50.0,7,7,100,14,28,42,24,11,2,13,21,-2
23088,ORL,Home,ATL,11/08/2010,W,240,93,37,86,43.0,4,22,18.2,15,24,62.5,11,32,43,16,9,2,10,18,4
23089,ATL,Away,ORL,11/08/2010,L,240,89,36,76,47.4,4,13,30.8,13,16,81.3,9,37,46,18,6,3,17,24,-4
23090,DEN,Away,CHI,11/08/2010,L,240,92,34,78,43.6,7,18,38.9,17,24,70.8,6,38,44,15,8,7,18,21,-2
23091,CHI,Home,DEN,11/08/2010,W,240,94,34,82,41.5,5,13,38.5,21,33,63.6,8,39,47,20,6,12,15,19,2
23092,OKC,Home,BOS,11/07/2010,L,240,83,32,75,42.7,4,10,40.0,15,17,88.2,9,31,40,17,9,2,18,21,-9
23093,BOS,Away,OKC,11/07/2010,W,240,92,36,76,47.4,4,10,40.0,16,20,80.0,8,32,40,22,9,3,13,16,9
23094,PHX,Away,ATL,11/07/2010,W,240,118,45,81,55.6,11,23,47.8,17,22,77.3,11,24,35,28,7,1,15,20,4
23095,ATL,Home,PHX,11/07/2010,L,240,114,45,83,54.2,7,23,30.4,17,22,77.3,13,27,40,29,6,4,14,22,-4
23096,DET,Home,GSW,11/07/2010,W,240,102,37,82,45.1,9,17,52.9,19,28,67.9,13,33,46,27,8,4,13,17,5
23097,GSW,Away,DET,11/07/2010,L,240,97,36,84,42.9,6,23,26.1,19,23,82.6,15,31,46,19,6,2,14,22,-5
23098,MIN,Away,HOU,11/07/2010,L,240,94,34,91,37.4,3,13,23.1,23,33,69.7,19,35,54,11,5,5,17,34,-26
23099,HOU,Home,MIN,11/07/2010,W,240,120,38,86,44.2,5,16,31.3,39,47,83.0,10,39,49,23,9,4,7,22,26
23100,PHI,Away,NYK,11/07/2010,W,240,106,37,78,47.4,7,18,38.9,25,35,71.4,8,37,45,20,9,3,16,23,10
23101,NYK,Home,PHI,11/07/2010,L,240,96,34,85,40.0,3,19,15.8,25,35,71.4,14,35,49,20,12,6,17,25,-10
23102,POR,Away,LAL,11/07/2010,L,240,96,32,75,42.7,6,20,30.0,26,31,83.9,6,19,25,21,4,2,14,15,-25
23103,LAL,Home,POR,11/07/2010,W,240,121,50,91,54.9,8,17,47.1,13,15,86.7,14,35,49,33,6,4,15,26,25
23104,CHA,Home,ORL,11/06/2010,L,240,88,36,75,48.0,6,15,40.0,10,11,90.9,3,37,40,22,3,6,16,22,-3
23105,ORL,Away,CHA,11/06/2010,W,240,91,34,82,41.5,10,32,31.3,13,21,61.9,7,30,37,22,4,6,8,11,3
23106,WAS,Home,CLE,11/06/2010,L,240,102,39,88,44.3,8,21,38.1,16,20,80.0,11,33,44,26,8,7,16,19,-5
23107,CLE,Away,WAS,11/06/2010,W,240,107,39,82,47.6,8,18,44.4,21,26,80.8,5,32,37,19,7,2,13,17,5
23108,MEM,Away,SAC,11/06/2010,W,240,100,40,83,48.2,3,15,20.0,17,23,73.9,13,30,43,13,7,5,15,19,9
23109,SAC,Home,MEM,11/06/2010,L,240,91,34,79,43.0,5,20,25.0,18,24,75.0,15,26,41,16,8,10,21,24,-9
23110,DEN,Away,DAL,11/06/2010,W,240,103,37,82,45.1,13,21,61.9,16,21,76.2,9,29,38,21,16,2,12,17,11
23111,DAL,Home,DEN,11/06/2010,L,240,92,34,76,44.7,4,15,26.7,20,26,76.9,11,35,46,12,7,5,21,16,-11
23112,MIL,Home,NOH,11/06/2010,L,240,81,32,83,38.6,4,16,25.0,13,20,65.0,11,31,42,17,8,0,12,20,-6
23113,NOH,Away,MIL,11/06/2010,W,240,87,31,69,44.9,7,17,41.2,18,22,81.8,10,37,47,17,6,5,19,22,6
23114,UTA,Home,LAC,11/06/2010,W,290,109,40,97,41.2,6,18,33.3,23,31,74.2,17,26,43,21,6,7,12,23,2
23115,LAC,Away,UTA,11/06/2010,L,290,107,37,86,43.0,5,20,25.0,28,32,87.5,14,37,51,16,6,9,23,31,-2
23116,TOR,Away,POR,11/06/2010,L,240,84,28,76,36.8,1,17,5.9,27,34,79.4,17,27,44,11,10,1,17,27,-13
23117,POR,Home,TOR,11/06/2010,W,240,97,34,75,45.3,4,16,25.0,25,28,89.3,14,29,43,19,10,5,18,27,13
23118,NJN,Away,MIA,11/06/2010,L,240,89,35,85,41.2,8,20,40.0,11,17,64.7,11,30,41,17,5,3,14,21,-12
23119,MIA,Home,NJN,11/06/2010,W,240,101,36,74,48.6,6,15,40.0,23,29,79.3,6,38,44,19,7,7,13,16,12
23120,SAS,Home,HOU,11/06/2010,W,265,124,49,101,48.5,9,21,42.9,17,25,68.0,13,34,47,28,11,6,12,22,3
23121,HOU,Away,SAS,11/06/2010,L,265,121,47,99,47.5,9,20,45.0,18,21,85.7,14,34,48,24,5,3,16,21,-3
23122,MIA,Away,NOH,11/05/2010,L,240,93,33,78,42.3,5,21,23.8,22,24,91.7,8,28,36,19,6,5,13,17,-3
23123,NOH,Home,MIA,11/05/2010,W,240,96,39,79,49.4,4,14,28.6,14,17,82.4,10,32,42,26,9,1,14,22,3
23124,MIN,Home,ATL,11/05/2010,L,240,103,42,99,42.4,8,22,36.4,11,12,91.7,16,26,42,24,8,8,11,22,-10
23125,ATL,Away,MIN,11/05/2010,W,240,113,44,81,54.3,4,18,22.2,21,26,80.8,8,35,43,27,5,8,15,15,10
23126,LAC,Away,DEN,11/05/2010,L,240,104,43,86,50.0,2,15,13.3,16,25,64.0,11,30,41,28,6,2,12,16,-7
23127,DEN,Home,LAC,11/05/2010,W,240,111,43,83,51.8,5,21,23.8,20,22,90.9,8,29,37,26,6,3,9,17,7
23128,IND,Home,MIL,11/05/2010,L,240,90,29,75,38.7,6,24,25.0,26,30,86.7,4,40,44,11,6,9,19,24,-4
23129,MIL,Away,IND,11/05/2010,W,240,94,32,83,38.6,8,20,40.0,22,30,73.3,9,36,45,16,9,2,15,24,4
23130,CHA,Away,DET,11/05/2010,L,240,90,37,67,55.2,9,20,45.0,7,11,63.6,8,30,38,28,7,9,23,18,-7
23131,DET,Home,CHA,11/05/2010,W,240,97,32,75,42.7,7,13,53.8,26,27,96.3,9,22,31,14,11,3,13,13,7
23132,ORL,Home,NJN,11/05/2010,W,240,105,34,71,47.9,11,28,39.3,26,32,81.3,13,37,50,16,5,3,17,11,15
23133,NJN,Away,ORL,11/05/2010,L,240,90,36,84,42.9,10,22,45.5,8,9,88.9,7,24,31,20,7,3,12,27,-15
23134,CHI,Away,BOS,11/05/2010,L,265,105,42,85,49.4,4,10,40.0,17,18,94.4,7,36,43,25,7,2,20,23,-5
23135,BOS,Home,CHI,11/05/2010,W,265,110,42,82,51.2,4,11,36.4,22,25,88.0,3,28,31,27,11,3,15,20,5
23136,MEM,Away,PHX,11/05/2010,L,290,118,45,96,46.9,6,19,31.6,22,34,64.7,16,32,48,21,18,7,26,30,-5
23137,PHX,Home,MEM,11/05/2010,W,290,123,43,101,42.6,14,35,40.0,23,32,71.9,21,34,55,23,13,2,28,29,5
